DATE[day/month/year hour:min],t[days],JDfrom0,JD,Qsup_tot[m3/s],Qsub_tot[m3/s],Etot[kg/ha],EOCtot[kg/ha]
25/1/2002 21:00,24.875000,731241.875000,24.875000,2.970617,0.089256,0.074696,0.064975
25/1/2002 22:00,24.916667,731241.916667,24.916667,2.961594,0.089273,0.079120,0.069758
25/1/2002 23:00,24.958333,731241.958333,24.958333,2.936751,0.089277,0.077762,0.063765
26/1/2002  0:00,25.000000,731242.000000,25.000000,2.941105,0.089298,0.072937,0.073635
26/1/2002  1:00,25.041667,731242.041667,25.041667,2.976684,0.089305,0.069651,0.082295
26/1/2002  2:00,25.083333,731242.083333,25.083333,3.043347,0.089302,0.070364,0.090382
26/1/2002  3:00,25.125000,731242.125000,25.125000,3.408398,0.089315,0.097464,0.179820
26/1/2002  4:00,25.166667,731242.166667,25.166667,3.504791,0.089157,0.110639,0.086306
26/1/2002  5:00,25.208333,731242.208333,25.208333,3.592401,0.089139,0.101655,0.085501
26/1/2002  6:00,25.250000,731242.250000,25.250000,3.751991,0.089130,0.093409,0.084566
26/1/2002  7:00,25.291667,731242.291667,25.291667,3.821840,0.089137,0.099593,0.087336
26/1/2002  8:00,25.333333,731242.333333,25.333333,3.815997,0.089147,0.104610,0.086652
26/1/2002  9:00,25.375000,731242.375000,25.375000,3.761576,0.089157,0.089955,0.082183
26/1/2002 10:00,25.416667,731242.416667,25.416667,3.703842,0.089169,0.073898,0.080878
26/1/2002 11:00,25.458333,731242.458333,25.458333,3.652472,0.089181,0.071651,0.079508
26/1/2002 12:00,25.500000,731242.500000,25.500000,3.604064,0.089196,0.078883,0.078074
26/1/2002 13:00,25.541667,731242.541667,25.541667,3.554629,0.089213,0.082621,0.076582
26/1/2002 14:00,25.583333,731242.583333,25.583333,3.502004,0.089230,0.077899,0.075037
26/1/2002 15:00,25.625000,731242.625000,25.625000,3.446578,0.089246,0.068732,0.073447
26/1/2002 16:00,25.666667,731242.666667,25.666667,3.389618,0.089263,0.060964,0.071830
26/1/2002 17:00,25.708333,731242.708333,25.708333,3.331449,0.089280,0.055629,0.070190
26/1/2002 18:00,25.750000,731242.750000,25.750000,3.271994,0.089297,0.050120,0.068536
26/1/2002 19:00,25.791667,731242.791667,25.791667,3.211204,0.089315,0.042932,0.066877
26/1/2002 20:00,25.833333,731242.833333,25.833333,3.149282,0.089332,0.034707,0.065215
26/1/2002 21:00,25.875000,731242.875000,25.875000,3.086379,0.089351,0.026828,0.063553
26/1/2002 22:00,25.916667,731242.916667,25.916667,3.022871,0.089372,0.020218,0.061899
26/1/2002 23:00,25.958333,731242.958333,25.958333,2.959144,0.089390,0.015046,0.060256
27/1/2002  0:00,26.000000,731243.000000,26.000000,2.895264,0.089412,0.011050,0.058634
27/1/2002  1:00,26.041667,731243.041667,26.041667,2.831318,0.089432,0.007920,0.057039
27/1/2002  2:00,26.083333,731243.083333,26.083333,2.767459,0.089453,0.005464,0.055468
27/1/2002  3:00,26.125000,731243.125000,26.125000,2.703922,0.089472,0.003598,0.053926
27/1/2002  4:00,26.166667,731243.166667,26.166667,2.702309,0.089511,0.004970,0.070189
27/1/2002  5:00,26.208333,731243.208333,26.208333,2.709989,0.089512,0.007684,0.070316
27/1/2002  6:00,26.250000,731243.250000,26.250000,2.724675,0.089510,0.011651,0.072309
27/1/2002  7:00,26.291667,731243.291667,26.291667,2.762484,0.089506,0.015699,0.076935
27/1/2002  8:00,26.333333,731243.333333,26.333333,2.829199,0.089495,0.020841,0.079977
27/1/2002  9:00,26.375000,731243.375000,26.375000,2.868843,0.089473,0.026898,0.070031
27/1/2002 10:00,26.416667,731243.416667,26.416667,2.898322,0.089469,0.031870,0.067579
27/1/2002 11:00,26.458333,731243.458333,26.458333,2.915680,0.089470,0.034774,0.064571
27/1/2002 12:00,26.500000,731243.500000,26.500000,2.924490,0.089481,0.036832,0.066552
27/1/2002 13:00,26.541667,731243.541667,26.541667,2.898846,0.089485,0.037503,0.060663
27/1/2002 14:00,26.583333,731243.583333,26.583333,2.865586,0.089500,0.036967,0.062362
27/1/2002 15:00,26.625000,731243.625000,26.625000,2.821299,0.089510,0.035891,0.058785
27/1/2002 16:00,26.666667,731243.666667,26.666667,2.774234,0.089523,0.035710,0.057619
27/1/2002 17:00,26.708333,731243.708333,26.708333,2.733132,0.089539,0.037465,0.059154
27/1/2002 18:00,26.750000,731243.750000,26.750000,2.711642,0.089554,0.040281,0.063287
27/1/2002 19:00,26.791667,731243.791667,26.791667,2.695105,0.089560,0.043036,0.063422
27/1/2002 20:00,26.833333,731243.833333,26.833333,2.658471,0.089560,0.043242,0.055935
27/1/2002 21:00,26.875000,731243.875000,26.875000,2.621406,0.089570,0.041555,0.054807
27/1/2002 22:00,26.916667,731243.916667,26.916667,2.588875,0.089581,0.039502,0.053673
27/1/2002 23:00,26.958333,731243.958333,26.958333,2.562350,0.089598,0.038754,0.055076
28/1/2002  0:00,27.000000,731244.000000,27.000000,2.554806,0.089615,0.039917,0.061204
28/1/2002  1:00,27.041667,731244.041667,27.041667,2.527656,0.089615,0.038929,0.054864
28/1/2002  2:00,27.083333,731244.083333,27.083333,2.510433,0.089628,0.036658,0.058782
28/1/2002  3:00,27.125000,731244.125000,27.125000,2.479408,0.089626,0.032436,0.051771
28/1/2002  4:00,27.166667,731244.166667,27.166667,2.463159,0.089641,0.029421,0.055500
28/1/2002  5:00,27.208333,731244.208333,27.208333,2.436255,0.089643,0.027811,0.050452
28/1/2002  6:00,27.250000,731244.250000,27.250000,2.435249,0.089661,0.028111,0.058502
28/1/2002  7:00,27.291667,731244.291667,27.291667,2.409094,0.089656,0.027463,0.049967
28/1/2002  8:00,27.333333,731244.333333,27.333333,2.375371,0.089665,0.025077,0.048949
28/1/2002  9:00,27.375000,731244.375000,27.375000,2.340383,0.089675,0.022129,0.047934
28/1/2002 10:00,27.416667,731244.416667,27.416667,2.307547,0.089685,0.019046,0.046929
28/1/2002 11:00,27.458333,731244.458333,27.458333,2.270917,0.089696,0.017692,0.045934
28/1/2002 12:00,27.500000,731244.500000,27.500000,2.244851,0.089718,0.017926,0.049273
28/1/2002 13:00,27.541667,731244.541667,27.541667,2.228243,0.089733,0.018634,0.051093
28/1/2002 14:00,27.583333,731244.583333,27.583333,2.228863,0.089742,0.019888,0.055411
28/1/2002 15:00,27.625000,731244.625000,27.625000,2.222449,0.089737,0.020415,0.052508
28/1/2002 16:00,27.666667,731244.666667,27.666667,2.198213,0.089732,0.019474,0.046186
28/1/2002 17:00,27.708333,731244.708333,27.708333,2.175878,0.089736,0.018419,0.045301
28/1/2002 18:00,27.750000,731244.750000,27.750000,2.159284,0.089742,0.017991,0.044420
28/1/2002 19:00,27.791667,731244.791667,27.791667,2.140658,0.089750,0.018531,0.043546
28/1/2002 20:00,27.833333,731244.833333,27.833333,2.115283,0.089758,0.019441,0.042682
28/1/2002 21:00,27.875000,731244.875000,27.875000,2.083499,0.089768,0.019205,0.041829
28/1/2002 22:00,27.916667,731244.916667,27.916667,2.047647,0.089776,0.017483,0.040986
28/1/2002 23:00,27.958333,731244.958333,27.958333,2.010014,0.089787,0.015091,0.040152
29/1/2002  0:00,28.000000,731245.000000,28.000000,1.972352,0.089802,0.013038,0.039328
29/1/2002  1:00,28.041667,731245.041667,28.041667,1.935544,0.089813,0.011851,0.038516
29/1/2002  2:00,28.083333,731245.083333,28.083333,1.899979,0.089825,0.011453,0.037719
29/1/2002  3:00,28.125000,731245.125000,28.125000,1.865589,0.089837,0.011461,0.036935
29/1/2002  4:00,28.166667,731245.166667,28.166667,1.832118,0.089849,0.011457,0.036164
29/1/2002  5:00,28.208333,731245.208333,28.208333,1.799241,0.089861,0.011159,0.035406
29/1/2002  6:00,28.250000,731245.250000,28.250000,1.766767,0.089873,0.010496,0.034663
29/1/2002  7:00,28.291667,731245.291667,28.291667,1.734783,0.089885,0.009569,0.033934
29/1/2002  8:00,28.333333,731245.333333,28.333333,1.703362,0.089898,0.008563,0.033222
29/1/2002  9:00,28.375000,731245.375000,28.375000,1.672456,0.089910,0.007654,0.032528
29/1/2002 10:00,28.416667,731245.416667,28.416667,1.647174,0.089925,0.007155,0.033532
29/1/2002 11:00,28.458333,731245.458333,28.458333,1.618939,0.089934,0.006608,0.031490
29/1/2002 12:00,28.500000,731245.500000,28.500000,1.589616,0.089946,0.006196,0.030842
29/1/2002 13:00,28.541667,731245.541667,28.541667,1.561901,0.089957,0.005740,0.030208
29/1/2002 14:00,28.583333,731245.583333,28.583333,1.534219,0.089968,0.005174,0.029588
29/1/2002 15:00,28.625000,731245.625000,28.625000,1.507866,0.089979,0.004582,0.028981
29/1/2002 16:00,28.666667,731245.666667,28.666667,1.482171,0.089989,0.004104,0.028390
29/1/2002 17:00,28.708333,731245.708333,28.708333,1.456588,0.090000,0.003679,0.027817
29/1/2002 18:00,28.750000,731245.750000,28.750000,1.431253,0.090011,0.003240,0.027260
29/1/2002 19:00,28.791667,731245.791667,28.791667,1.406275,0.090022,0.002792,0.026718
29/1/2002 20:00,28.833333,731245.833333,28.833333,1.381738,0.090033,0.002351,0.026188
29/1/2002 21:00,28.875000,731245.875000,28.875000,1.357573,0.090044,0.001937,0.025674
29/1/2002 22:00,28.916667,731245.916667,28.916667,1.333866,0.090054,0.001578,0.025175
29/1/2002 23:00,28.958333,731245.958333,28.958333,1.420985,0.090110,0.005317,0.055925
30/1/2002  0:00,29.000000,731246.000000,29.000000,1.446598,0.090045,0.006201,0.034130
30/1/2002  1:00,29.041667,731246.041667,29.041667,1.535509,0.090072,0.012809,0.067697
30/1/2002  2:00,29.083333,731246.083333,29.083333,1.777548,0.090013,0.028282,0.107438
30/1/2002  3:00,29.125000,731246.125000,29.125000,1.860170,0.089856,0.035157,0.051478
30/1/2002  4:00,29.166667,731246.166667,29.166667,1.913125,0.089821,0.032817,0.051270
30/1/2002  5:00,29.208333,731246.208333,29.208333,2.010296,0.089791,0.033394,0.051010
30/1/2002  6:00,29.250000,731246.250000,29.250000,2.148771,0.089768,0.033909,0.050703
30/1/2002  7:00,29.291667,731246.291667,29.291667,2.252040,0.089761,0.038121,0.053092
30/1/2002  8:00,29.333333,731246.333333,29.333333,2.312238,0.089760,0.046725,0.055634
30/1/2002  9:00,29.375000,731246.375000,29.375000,2.326568,0.089756,0.049691,0.053606
30/1/2002 10:00,29.416667,731246.416667,29.416667,2.312731,0.089753,0.045108,0.050876
30/1/2002 11:00,29.458333,731246.458333,29.458333,2.293206,0.089755,0.038633,0.050390
30/1/2002 12:00,29.500000,731246.500000,29.500000,2.275716,0.089756,0.035683,0.049866
30/1/2002 13:00,29.541667,731246.541667,29.541667,2.310477,0.089769,0.040853,0.065681
30/1/2002 14:00,29.583333,731246.583333,29.583333,2.325868,0.089746,0.048395,0.056928
30/1/2002 15:00,29.625000,731246.625000,29.625000,2.320582,0.089735,0.052632,0.052036
30/1/2002 16:00,29.666667,731246.666667,29.666667,2.367209,0.089745,0.056315,0.068280
30/1/2002 17:00,29.708333,731246.708333,29.708333,2.386353,0.089714,0.054794,0.053858
30/1/2002 18:00,29.750000,731246.750000,29.750000,2.390827,0.089711,0.051669,0.053220
30/1/2002 19:00,29.791667,731246.791667,29.791667,2.414632,0.089717,0.051666,0.060101
30/1/2002 20:00,29.833333,731246.833333,29.833333,2.431198,0.089709,0.051050,0.055814
30/1/2002 21:00,29.875000,731246.875000,29.875000,2.426263,0.089706,0.050069,0.052812
30/1/2002 22:00,29.916667,731246.916667,29.916667,2.413456,0.089709,0.047574,0.052044
30/1/2002 23:00,29.958333,731246.958333,29.958333,2.397657,0.089712,0.042973,0.051244
31/1/2002  0:00,30.000000,731247.000000,30.000000,2.376501,0.089718,0.038165,0.050418
31/1/2002  1:00,30.041667,731247.041667,30.041667,2.351176,0.089722,0.034283,0.049570
31/1/2002  2:00,30.083333,731247.083333,30.083333,2.322717,0.089729,0.031043,0.048703
31/1/2002  3:00,30.125000,731247.125000,30.125000,2.292175,0.089737,0.028004,0.047819
31/1/2002  4:00,30.166667,731247.166667,30.166667,2.260525,0.089744,0.025077,0.046921
31/1/2002  5:00,30.208333,731247.208333,30.208333,2.234592,0.089759,0.022722,0.048316
31/1/2002  6:00,30.250000,731247.250000,30.250000,2.266723,0.089782,0.023847,0.064344
31/1/2002  7:00,30.291667,731247.291667,30.291667,2.390111,0.089775,0.031293,0.088903
31/1/2002  8:00,30.333333,731247.333333,30.333333,2.552250,0.089719,0.043922,0.101326
31/1/2002  9:00,30.375000,731247.375000,30.375000,2.738644,0.089644,0.058783,0.109112
31/1/2002 10:00,30.416667,731247.416667,30.416667,2.951668,0.089562,0.072079,0.108838
31/1/2002 11:00,30.458333,731247.458333,30.458333,3.170051,0.089492,0.082574,0.097516
31/1/2002 12:00,30.500000,731247.500000,30.500000,3.368423,0.089439,0.091372,0.086904
31/1/2002 13:00,30.541667,731247.541667,30.541667,3.511213,0.089418,0.097469,0.083733
31/1/2002 14:00,30.583333,731247.583333,30.583333,3.573628,0.089414,0.097563,0.079648
31/1/2002 15:00,30.625000,731247.625000,30.625000,3.575603,0.089419,0.091881,0.078859
31/1/2002 16:00,30.666667,731247.666667,30.666667,3.546123,0.089426,0.085332,0.077966
31/1/2002 17:00,30.708333,731247.708333,30.708333,3.504856,0.089433,0.082733,0.076985
31/1/2002 18:00,30.750000,731247.750000,30.750000,3.462322,0.089440,0.084315,0.075926
31/1/2002 19:00,30.791667,731247.791667,30.791667,3.421420,0.089447,0.086591,0.074790
31/1/2002 20:00,30.833333,731247.833333,30.833333,3.381165,0.089455,0.086711,0.073584
31/1/2002 21:00,30.875000,731247.875000,30.875000,3.339990,0.089463,0.083955,0.072316
31/1/2002 22:00,30.916667,731247.916667,30.916667,3.297146,0.089472,0.078997,0.070998
31/1/2002 23:00,30.958333,731247.958333,30.958333,3.252613,0.089483,0.072685,0.069639
1/2/2002  0:00,31.000000,731248.000000,31.000000,3.206264,0.089493,0.065523,0.068238
1/2/2002  1:00,31.041667,731248.041667,31.041667,3.232278,0.089517,0.062497,0.089041
1/2/2002  2:00,31.083333,731248.083333,31.083333,3.356665,0.089512,0.067343,0.115082
1/2/2002  3:00,31.125000,731248.125000,31.125000,3.564447,0.089469,0.081226,0.138999
1/2/2002  4:00,31.166667,731248.166667,31.166667,3.841275,0.089392,0.100027,0.152479
1/2/2002  5:00,31.208333,731248.208333,31.208333,4.105074,0.089295,0.115508,0.134371
1/2/2002  6:00,31.250000,731248.250000,31.250000,4.411657,0.089242,0.131766,0.137066
1/2/2002  7:00,31.291667,731248.291667,31.291667,4.678182,0.089188,0.150621,0.134485
1/2/2002  8:00,31.333333,731248.333333,31.333333,4.948849,0.089164,0.172350,0.163495
1/2/2002  9:00,31.375000,731248.375000,31.375000,5.270479,0.089124,0.203531,0.195934
1/2/2002 10:00,31.416667,731248.416667,31.416667,5.509777,0.089042,0.235103,0.169898
1/2/2002 11:00,31.458333,731248.458333,31.458333,5.898796,0.088997,0.279865,0.210049
1/2/2002 12:00,31.500000,731248.500000,31.500000,6.084794,0.088909,0.321776,0.146084
1/2/2002 13:00,31.541667,731248.541667,31.541667,6.184168,0.088895,0.320314,0.139423
1/2/2002 14:00,31.583333,731248.583333,31.583333,6.211719,0.088903,0.305949,0.148534
1/2/2002 15:00,31.625000,731248.625000,31.625000,6.143594,0.088903,0.295837,0.137001
1/2/2002 16:00,31.666667,731248.666667,31.666667,6.060475,0.088912,0.268823,0.134781
1/2/2002 17:00,31.708333,731248.708333,31.708333,5.977269,0.088923,0.242873,0.132337
1/2/2002 18:00,31.750000,731248.750000,31.750000,5.888760,0.088938,0.221385,0.129691
1/2/2002 19:00,31.791667,731248.791667,31.791667,5.807103,0.088958,0.191613,0.131735
1/2/2002 20:00,31.833333,731248.833333,31.833333,5.765229,0.088977,0.161679,0.142554
1/2/2002 21:00,31.875000,731248.875000,31.875000,5.735132,0.088981,0.139008,0.141859
1/2/2002 22:00,31.916667,731248.916667,31.916667,5.693102,0.088983,0.117470,0.132465
1/2/2002 23:00,31.958333,731248.958333,31.958333,5.957800,0.089011,0.121522,0.218171
2/2/2002  0:00,32.000000,731249.000000,32.000000,5.954277,0.088922,0.126782,0.132538
2/2/2002  1:00,32.041667,731249.041667,32.041667,6.006662,0.088930,0.104167,0.139158
2/2/2002  2:00,32.083333,731249.083333,32.083333,6.422411,0.088965,0.139971,0.257212
2/2/2002  3:00,32.125000,731249.125000,32.125000,6.814841,0.088876,0.226184,0.263919
2/2/2002  4:00,32.166667,731249.166667,32.166667,6.979400,0.088759,0.233841,0.157475
2/2/2002  5:00,32.208333,731249.208333,32.208333,7.123988,0.088753,0.239462,0.154572
2/2/2002  6:00,32.250000,731249.250000,32.250000,7.094792,0.088777,0.272699,0.167749
2/2/2002  7:00,32.291667,731249.291667,32.291667,6.917103,0.088789,0.244465,0.150034
2/2/2002  8:00,32.333333,731249.333333,32.333333,6.761286,0.088809,0.212756,0.146489
2/2/2002  9:00,32.375000,731249.375000,32.375000,6.621708,0.088829,0.225276,0.142787
2/2/2002 10:00,32.416667,731249.416667,32.416667,6.674043,0.088865,0.240236,0.199397
2/2/2002 11:00,32.458333,731249.458333,32.458333,6.633386,0.088834,0.227072,0.163675
2/2/2002 12:00,32.500000,731249.500000,32.500000,6.582272,0.088831,0.196585,0.142456
2/2/2002 13:00,32.541667,731249.541667,32.541667,6.500919,0.088851,0.178345,0.138649
2/2/2002 14:00,32.583333,731249.583333,32.583333,6.351285,0.088878,0.152684,0.134772
2/2/2002 15:00,32.625000,731249.625000,32.625000,6.175592,0.088906,0.108956,0.130852
2/2/2002 16:00,32.666667,731249.666667,32.666667,6.006221,0.088934,0.079907,0.126902
2/2/2002 17:00,32.708333,731249.708333,32.708333,5.844847,0.088964,0.071101,0.122954
2/2/2002 18:00,32.750000,731249.750000,32.750000,5.686327,0.088993,0.064155,0.119034
2/2/2002 19:00,32.791667,731249.791667,32.791667,5.529037,0.089024,0.052485,0.115164
2/2/2002 20:00,32.833333,731249.833333,32.833333,5.372666,0.089055,0.042339,0.111346
2/2/2002 21:00,32.875000,731249.875000,32.875000,5.217519,0.089087,0.035790,0.107586
2/2/2002 22:00,32.916667,731249.916667,32.916667,5.063822,0.089120,0.029751,0.103900
2/2/2002 23:00,32.958333,731249.958333,32.958333,4.912141,0.089153,0.022863,0.100298
3/2/2002  0:00,33.000000,731250.000000,33.000000,4.763002,0.089186,0.016129,0.096780
3/2/2002  1:00,33.041667,731250.041667,33.041667,4.639022,0.089223,0.011872,0.100285
3/2/2002  2:00,33.083333,731250.083333,33.083333,4.642175,0.089263,0.016546,0.129789
3/2/2002  3:00,33.125000,731250.125000,33.125000,4.741897,0.089262,0.032959,0.151547
3/2/2002  4:00,33.166667,731250.166667,33.166667,4.897607,0.089227,0.055891,0.158574
3/2/2002  5:00,33.208333,731250.208333,33.208333,4.965825,0.089171,0.071018,0.118387
3/2/2002  6:00,33.250000,731250.250000,33.250000,5.024176,0.089172,0.081717,0.113345
3/2/2002  7:00,33.291667,731250.291667,33.291667,4.993382,0.089184,0.090698,0.103400
3/2/2002  8:00,33.333333,731250.333333,33.333333,4.881430,0.089211,0.089337,0.100710
3/2/2002  9:00,33.375000,731250.375000,33.375000,4.739754,0.089238,0.078638,0.098023
3/2/2002 10:00,33.416667,731250.416667,33.416667,4.601027,0.089265,0.075164,0.095355
3/2/2002 11:00,33.458333,731250.458333,33.458333,4.474308,0.089290,0.080058,0.092716
3/2/2002 12:00,33.500000,731250.500000,33.500000,4.357006,0.089315,0.084946,0.090112
3/2/2002 13:00,33.541667,731250.541667,33.541667,4.244804,0.089340,0.084109,0.087543
3/2/2002 14:00,33.583333,731250.583333,33.583333,4.135378,0.089364,0.078314,0.085009
3/2/2002 15:00,33.625000,731250.625000,33.625000,4.027864,0.089390,0.070854,0.082515
3/2/2002 16:00,33.666667,731250.666667,33.666667,3.922272,0.089415,0.063543,0.080068
3/2/2002 17:00,33.708333,731250.708333,33.708333,3.818760,0.089440,0.055803,0.077665
3/2/2002 18:00,33.750000,731250.750000,33.750000,3.758024,0.089476,0.049506,0.087294
3/2/2002 19:00,33.791667,731250.791667,33.791667,3.668402,0.089481,0.041875,0.074864
3/2/2002 20:00,33.833333,731250.833333,33.833333,3.577918,0.089503,0.033066,0.072650
3/2/2002 21:00,33.875000,731250.875000,33.875000,3.496685,0.089526,0.024369,0.070486
3/2/2002 22:00,33.916667,731250.916667,33.916667,3.412125,0.089549,0.019356,0.068371
3/2/2002 23:00,33.958333,731250.958333,33.958333,3.324092,0.089574,0.015786,0.066301
4/2/2002  0:00,34.000000,731251.000000,34.000000,3.234569,0.089597,0.011504,0.064286
4/2/2002  1:00,34.041667,731251.041667,34.041667,3.145647,0.089621,0.007501,0.062332
4/2/2002  2:00,34.083333,731251.083333,34.083333,3.059046,0.089645,0.005096,0.060435
4/2/2002  3:00,34.125000,731251.125000,34.125000,2.975622,0.089668,0.004386,0.058599
4/2/2002  4:00,34.166667,731251.166667,34.166667,2.902906,0.089695,0.004977,0.059384
4/2/2002  5:00,34.208333,731251.208333,34.208333,2.858925,0.089728,0.006973,0.064990
4/2/2002  6:00,34.250000,731251.250000,34.250000,2.894775,0.089751,0.012697,0.083613
4/2/2002  7:00,34.291667,731251.291667,34.291667,2.974630,0.089735,0.021931,0.094274
4/2/2002  8:00,34.333333,731251.333333,34.333333,3.038521,0.089697,0.030584,0.088483
4/2/2002  9:00,34.375000,731251.375000,34.375000,3.085588,0.089663,0.035050,0.078441
4/2/2002 10:00,34.416667,731251.416667,34.416667,3.119585,0.089646,0.037100,0.067201
4/2/2002 11:00,34.458333,731251.458333,34.458333,3.144198,0.089651,0.040903,0.065934
4/2/2002 12:00,34.500000,731251.500000,34.500000,3.137513,0.089661,0.044805,0.064654
4/2/2002 13:00,34.541667,731251.541667,34.541667,3.093629,0.089675,0.044615,0.063364
4/2/2002 14:00,34.583333,731251.583333,34.583333,3.092241,0.089704,0.044143,0.081032
4/2/2002 15:00,34.625000,731251.625000,34.625000,3.202050,0.089709,0.052720,0.111551
4/2/2002 16:00,34.666667,731251.666667,34.666667,3.186280,0.089640,0.058549,0.071117
4/2/2002 17:00,34.708333,731251.708333,34.708333,3.193446,0.089642,0.059207,0.076513
4/2/2002 18:00,34.750000,731251.750000,34.750000,3.220358,0.089633,0.062800,0.069844
4/2/2002 19:00,34.791667,731251.791667,34.791667,3.227678,0.089636,0.068865,0.068662
4/2/2002 20:00,34.833333,731251.833333,34.833333,3.206987,0.089644,0.073450,0.067444
4/2/2002 21:00,34.875000,731251.875000,34.875000,3.160075,0.089655,0.068745,0.066201
4/2/2002 22:00,34.916667,731251.916667,34.916667,3.101815,0.089666,0.059703,0.064939
4/2/2002 23:00,34.958333,731251.958333,34.958333,3.051367,0.089684,0.053248,0.066667
5/2/2002  0:00,35.000000,731252.000000,35.000000,2.997542,0.089690,0.050598,0.062820
5/2/2002  1:00,35.041667,731252.041667,35.041667,2.945568,0.089705,0.049881,0.061518
5/2/2002  2:00,35.083333,731252.083333,35.083333,2.904089,0.089720,0.049061,0.063047
5/2/2002  3:00,35.125000,731252.125000,35.125000,2.865847,0.089732,0.046512,0.062132
5/2/2002  4:00,35.166667,731252.166667,35.166667,2.819277,0.089739,0.041850,0.058453
5/2/2002  5:00,35.208333,731252.208333,35.208333,2.771153,0.089751,0.036162,0.057151
5/2/2002  6:00,35.250000,731252.250000,35.250000,2.772829,0.089774,0.033867,0.070561
5/2/2002  7:00,35.291667,731252.291667,35.291667,2.738475,0.089762,0.031765,0.057111
5/2/2002  8:00,35.333333,731252.333333,35.333333,2.718741,0.089778,0.030280,0.063470
5/2/2002  9:00,35.375000,731252.375000,35.375000,2.686393,0.089779,0.027321,0.055894
5/2/2002 10:00,35.416667,731252.416667,35.416667,2.711076,0.089800,0.026824,0.071637
5/2/2002 11:00,35.458333,731252.458333,35.458333,2.697587,0.089786,0.027216,0.059192
5/2/2002 12:00,35.500000,731252.500000,35.500000,2.675980,0.089794,0.025965,0.058425
5/2/2002 13:00,35.541667,731252.541667,35.541667,2.670584,0.089806,0.024995,0.062578
5/2/2002 14:00,35.583333,731252.583333,35.583333,2.658406,0.089807,0.023275,0.057809
5/2/2002 15:00,35.625000,731252.625000,35.625000,2.644047,0.089817,0.023727,0.059535
5/2/2002 16:00,35.666667,731252.666667,35.666667,2.613911,0.089819,0.023607,0.054137
5/2/2002 17:00,35.708333,731252.708333,35.708333,2.609687,0.089837,0.024157,0.062746
5/2/2002 18:00,35.750000,731252.750000,35.750000,2.580608,0.089831,0.024167,0.053605
5/2/2002 19:00,35.791667,731252.791667,35.791667,2.544336,0.089838,0.023463,0.052524
5/2/2002 20:00,35.833333,731252.833333,35.833333,2.506552,0.089847,0.022920,0.051446
5/2/2002 21:00,35.875000,731252.875000,35.875000,2.471355,0.089857,0.022098,0.050368
5/2/2002 22:00,35.916667,731252.916667,35.916667,2.460672,0.089878,0.023898,0.058422
5/2/2002 23:00,35.958333,731252.958333,35.958333,2.427154,0.089874,0.024838,0.049848
6/2/2002  0:00,36.000000,731253.000000,36.000000,2.399511,0.089890,0.024970,0.053494
6/2/2002  1:00,36.041667,731253.041667,36.041667,2.371224,0.089896,0.024127,0.051006
6/2/2002  2:00,36.083333,731253.083333,36.083333,2.346925,0.089905,0.022941,0.050373
6/2/2002  3:00,36.125000,731253.125000,36.125000,2.315429,0.089911,0.022714,0.047383
6/2/2002  4:00,36.166667,731253.166667,36.166667,2.282613,0.089918,0.022438,0.046399
6/2/2002  5:00,36.208333,731253.208333,36.208333,2.248621,0.089928,0.021903,0.045421
6/2/2002  6:00,36.250000,731253.250000,36.250000,2.212854,0.089937,0.020805,0.044456
6/2/2002  7:00,36.291667,731253.291667,36.291667,2.174677,0.089945,0.019321,0.043507
6/2/2002  8:00,36.333333,731253.333333,36.333333,2.134948,0.089956,0.017516,0.042573
6/2/2002  9:00,36.375000,731253.375000,36.375000,2.094673,0.089967,0.015581,0.041655
6/2/2002 10:00,36.416667,731253.416667,36.416667,2.054698,0.089978,0.013888,0.040751
6/2/2002 11:00,36.458333,731253.458333,36.458333,2.015350,0.089989,0.012610,0.039861
6/2/2002 12:00,36.500000,731253.500000,36.500000,1.976838,0.090000,0.011693,0.038988
6/2/2002 13:00,36.541667,731253.541667,36.541667,1.939197,0.090011,0.010945,0.038134
6/2/2002 14:00,36.583333,731253.583333,36.583333,1.902390,0.090023,0.010166,0.037298
6/2/2002 15:00,36.625000,731253.625000,36.625000,1.866302,0.090034,0.009288,0.036480
6/2/2002 16:00,36.666667,731253.666667,36.666667,1.830807,0.090046,0.008356,0.035679
6/2/2002 17:00,36.708333,731253.708333,36.708333,1.795814,0.090058,0.007440,0.034892
6/2/2002 18:00,36.750000,731253.750000,36.750000,1.761433,0.090069,0.006589,0.034126
6/2/2002 19:00,36.791667,731253.791667,36.791667,1.727752,0.090081,0.005830,0.033381
6/2/2002 20:00,36.833333,731253.833333,36.833333,1.694708,0.090093,0.005172,0.032655
6/2/2002 21:00,36.875000,731253.875000,36.875000,1.662340,0.090105,0.004604,0.031948
6/2/2002 22:00,36.916667,731253.916667,36.916667,1.630681,0.090117,0.004101,0.031258
6/2/2002 23:00,36.958333,731253.958333,36.958333,1.599676,0.090128,0.003637,0.030586
7/2/2002  0:00,37.000000,731254.000000,37.000000,1.606330,0.090168,0.004654,0.040462
7/2/2002  1:00,37.041667,731254.041667,37.041667,1.656705,0.090176,0.007280,0.050769
7/2/2002  2:00,37.083333,731254.083333,37.083333,1.679634,0.090150,0.009181,0.043646
7/2/2002  3:00,37.125000,731254.125000,37.125000,1.676859,0.090142,0.010030,0.039782
7/2/2002  4:00,37.166667,731254.166667,37.166667,1.679285,0.090141,0.010067,0.039973
